_link,_link_releases,_link_main,id,title,description,status,value_amount,value_currency,submissionTerms_electronicSubmissionPolicy
0.releases.138.tender.lots.6,0.releases.138,0,7,Veterenary consumables for Nyamagabe cf ,,active,6482000,RWF,allowed
0.releases.138.tender.lots.7,0.releases.138,0,8,Tailoring consumables for Rusizi cf,,active,3712500,RWF,allowed
0.releases.138.tender.lots.8,0.releases.138,0,9,Construction consumables for Gicumbi cf,,active,7709800,RWF,allowed
0.releases.138.tender.lots.9,0.releases.138,0,10,Agriculture consumables for Nyamagabe cf,,active,4740000,RWF,allowed
0.releases.138.tender.lots.10,0.releases.138,0,11,Welding consumables for Muhanaga cf,,active,15360800,RWF,allowed
0.releases.138.tender.lots.11,0.releases.138,0,12,Construction consumables for Muhanga cf,,active,7576600,RWF,allowed
0.releases.138.tender.lots.12,0.releases.138,0,13,Tailoring consumables for Nyagatare cf,,active,5213400,RWF,allowed
0.releases.138.tender.lots.13,0.releases.138,0,14,Welding consumables for Nyagatare cf,,active,6547800,RWF,allowed
0.releases.138.tender.lots.14,0.releases.138,0,15,Crpentery consumables for  Nyagatare cf ,,active,1675000,RWF,allowed
0.releases.140.tender.lots.0,0.releases.140,0,1,Annual subscription to digital library,"200,000,000",active,200000000,RWF,allowed
0.releases.141.tender.lots.0,0.releases.141,0,1,Supervision of Rehabilitation MCCs,Consultant Services,active,912000000,RWF,allowed
0.releases.145.tender.lots.0,0.releases.145,0,1,UPPLY OF FUEL FOR FPU TRAINING,,active,2190916945,RWF,allowed
0.releases.146.tender.lots.0,0.releases.146,0,1,"Provision of Printing services (Banners, Books, Booklets and different binding documents..)",Printing services ,active,6800000,RWF,allowed
0.releases.147.tender.lots.0,0.releases.147,0,1,Feasibility study for clean water pipelines for universal coverage,easibility study for clean water pipelines for universal coverage,active,14419761,RWF,allowed
0.releases.147.tender.lots.1,0.releases.147,0,1,Feasibility study for clean water pipelines for universal coverage,easibility study for clean water pipelines for universal coverage,active,14419761,RWF,allowed
0.releases.150.tender.lots.0,0.releases.150,0,1,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming","Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",active,12000000,RWF,allowed
0.releases.151.tender.lots.0,0.releases.151,0,1,Supervision of Rehabilitation MCPs,Consultant Services,active,480000000,RWF,allowed
0.releases.153.tender.lots.0,0.releases.153,0,1,ICT training Consumables ,,active,50000000,RWF,allowed
0.releases.154.tender.lots.0,0.releases.154,0,1,"Supply of sugar, coffee and tea made in Rwanda",,active,1985000,RWF,allowed
0.releases.156.tender.lots.0,0.releases.156,0,1,Maintain vehicles and motorcycles of the hospital,Maintain vehicles and motorcycles of the hospital,active,200000002,RWF,allowed
0.releases.158.tender.lots.0,0.releases.158,0,1,"Annual supply and installation of office furnitures to RRA (Meeting, Discussion and Conference Furnitures) (Framework contract).  ",,active,500000000,RWF,allowed
0.releases.160.tender.lots.0,0.releases.160,0,1,"Supply of chairs,tables, desks and closing placard for new classrooms constructed  at different schools of Gicumbi District  under PPD Basket Fund",,active,32224170,RWF,allowed
0.releases.161.tender.lots.0,0.releases.161,0,1,Recruiting Consultants for Sector Specialists under call down consultancy,Recruiting Consultants for Sector Specialists under call down consultancy,active,60000000,RWF,allowed
0.releases.162.tender.lots.0,0.releases.162,0,1,Recruiting Consultants for Sector Specialists under call down consultancy,Recruiting Consultants for Sector Specialists under call down consultancy,active,60000000,RWF,allowed
0.releases.163.tender.lots.0,0.releases.163,0,1,Provision for insurance services for Burera District buildings and movable assets (Framework contract),Provision for insurance services for Burera District buildings and movable assets (Framework contract),active,14000000,RWF,allowed
0.releases.164.tender.lots.0,0.releases.164,0,1,Supply electricity cash power,,active,15000000,RWF,allowed
0.releases.165.tender.lots.0,0.releases.165,0,1,"Revised Electrical installation works for RMI G+2 hostels building and lighting, including the upgrade of the main Electrical Distribution System at RMI Murambi Campus for period of 4 months",F,active,50000000,RWF,allowed
0.releases.168.tender.lots.0,0.releases.168,0,1,Supply of fuel,,active,457600000,RWF,allowed
0.releases.169.tender.lots.0,0.releases.169,0,1,Provision of Two and three STAR hotel services on annual basis,HOTEL,active,100000000,RWF,allowed
0.releases.170.tender.lots.0,0.releases.170,0,1,Supply of fuel,,active,457600000,RWF,allowed
0.releases.171.tender.lots.0,0.releases.171,0,1,Rehabilitation of Kibirizi Health Center,Buildings,active,1204765429,RWF,allowed
0.releases.172.tender.lots.0,0.releases.172,0,1,Supervision of Rehabilitation of Kibirizi Health Center,Supervision of Rehabilitation of Kibirizi Health Center,active,45000000,RWF,allowed
0.releases.173.tender.lots.0,0.releases.173,0,1,Acquisition of printers for TVET Centers,,active,2000000,RWF,allowed
0.releases.173.tender.lots.1,0.releases.173,0,1,Acquisition of printers for TVET Centers,,active,1950000,RWF,allowed
0.releases.174.tender.lots.0,0.releases.174,0,1,Provision of decoration services to NCDA in City of Kigali and Provinces,Provision of decoration services to NCDA in City of Kigali and Provinces,active,5000000,RWF,allowed
0.releases.175.tender.lots.0,0.releases.175,0,1,Supply of Metrology laboratory consumables,,active,5000000,RWF,allowed
0.releases.175.tender.lots.1,0.releases.175,0,2,-	Supply of Flow analyzer and dosimeter consumables and accessories,,active,5000000,RWF,allowed
0.releases.176.tender.lots.0,0.releases.176,0,1,Supply of stationary,,active,8445000,RWF,allowed
0.releases.178.tender.lots.0,0.releases.178,0,1,Supply of Metrology laboratory consumables,,active,5000000,RWF,allowed
0.releases.178.tender.lots.1,0.releases.178,0,2,-	Supply of Flow analyzer and dosimeter consumables and accessories,,active,5000000,RWF,allowed
0.releases.179.tender.lots.0,0.releases.179,0,1,supply of exotic rabbits,,active,49000000,RWF,allowed
0.releases.181.tender.lots.0,0.releases.181,0,1,"on boarding of an external auditing firm for an annual audit of Ireme Invest funded projects (DANIDA funds) for year ended December 31st, 2025","on boarding of an external auditing firm for an annual audit of Ireme Invest funded projects (DANIDA funds) for year ended December 31st, 2025",active,10000000,RWF,allowed
0.releases.183.tender.lots.0,0.releases.183,0,1,"Supplying, installing, testing, commissioning and maintenance of Solar Water Heating systems in residential and non-residential sector under framework contracts (Recruitment of additional suppliers)",,active,349583333,RWF,allowed
0.releases.184.tender.lots.0,0.releases.184,0,1,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….","Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,….",active,200000000,RWF,allowed
0.releases.187.tender.lots.0,0.releases.187,0,1,LotNo1,,active,,,allowed
0.releases.187.tender.lots.1,0.releases.187,0,1,Consultancy services for  development of CHUB Mater plan,Consultancy Services,active,101600000,RWF,allowed
0.releases.188.tender.lots.0,0.releases.188,0,1,LotNo1,,active,,,allowed
0.releases.188.tender.lots.1,0.releases.188,0,1,Consultancy services for  development of CHUB Mater plan,Consultancy Services,active,101600000,RWF,allowed
0.releases.190.tender.lots.0,0.releases.190,0,1,Motel/Resort/Guest Houses sourcing service during twelve months Lot2,Motel/Resort/Guest Houses sourcing service during twelve months Lot2,active,42000000,RWF,allowed
0.releases.191.tender.lots.0,0.releases.191,0,1,Hotel services (3 star),Hotel services (3 star),active,42166667,RWF,allowed
0.releases.191.tender.lots.1,0.releases.191,0,2,Hotels services (Town hotel),Hotels services (Town hotel),active,42166667,RWF,allowed
0.releases.191.tender.lots.2,0.releases.191,0,3,Motel services,Motel services,active,42166666,RWF,allowed
0.releases.192.tender.lots.0,0.releases.192,0,1,Recruiting Consultants for Sector Specialists under call down consultancy,Recruiting Consultants for Sector Specialists under call down consultancy,active,60000000,RWF,allowed
0.releases.196.tender.lots.0,0.releases.196,0,1,Supply of beverages for NCDA staff ( Supply of kitchen materials),,active,1500000,RWF,allowed
0.releases.197.tender.lots.0,0.releases.197,0,1,Acquisition of CUG (AIRTEL RWANDA) for Rwanda Correctional Service staff,Acquisition of CUG (AIRTEL RWANDA) for Rwanda Correctional Service staff,active,19500000,RWF,allowed
0.releases.198.tender.lots.0,0.releases.198,0,1,Supply of chalk in all districts on framework contract,,active,1081046213,RWF,allowed
0.releases.199.tender.lots.0,0.releases.199,0,1,supply of sports wear for minaffet,,active,40000000,RWF,allowed
0.releases.200.tender.lots.0,0.releases.200,0,1,CEMENT FOR RCS HQs AND CORRECTIONAL FACILITIES,,active,623000000,RWF,allowed
0.releases.203.tender.lots.0,0.releases.203,0,1,Hiring an individual consultant for EICV8 fieldwork coordination,Consultant services,active,74900000,RWF,allowed
0.releases.204.tender.lots.0,0.releases.204,0,1,Supply of animal feeds,,active,30000000,RWF,allowed
0.releases.204.tender.lots.1,0.releases.204,0,1,Supply of animal feeds,,active,30000000,RWF,allowed
0.releases.206.tender.lots.0,0.releases.206,0,1,Supply of pig feeds,,active,40000000,RWF,allowed
0.releases.206.tender.lots.1,0.releases.206,0,1,Supply of pig feeds,,active,40000000,RWF,allowed
0.releases.207.tender.lots.0,0.releases.207,0,1,Supply of cement of MUZO IDP Model Village under framework contract (Re advert),,active,305250000,RWF,allowed
0.releases.207.tender.lots.1,0.releases.207,0,2,"Supply of roofing, ridge covers, Gutters and Nails for roofing of MUZO IDP Model Village under framework contract (Re advert) ",,active,63244000,RWF,allowed
0.releases.207.tender.lots.2,0.releases.207,0,3,Supply of Tubes and Plain metallic sheets of MUZO IDP Model Village under framework contract (Re advert),,active,17306000,RWF,allowed
0.releases.207.tender.lots.3,0.releases.207,0,4,steel bars of MUZO IDP Model Village under framework contract (Re advert),,active,114200000,RWF,allowed
0.releases.208.tender.lots.0,0.releases.208,0,1,Annual framework tender for providing the sevice of sonorization in Huye district,Annual framework tender for providing the sevice of sonorization in Huye district,active,10000000,RWF,allowed
0.releases.209.tender.lots.0,0.releases.209,0,1,Supply of cement of MUZO IDP Model Village under framework contract (Re advert),,active,305250000,RWF,allowed
0.releases.209.tender.lots.1,0.releases.209,0,2,"Supply of roofing, ridge covers, Gutters and Nails for roofing of MUZO IDP Model Village under framework contract (Re advert) ",,active,63244000,RWF,allowed
0.releases.209.tender.lots.2,0.releases.209,0,3,Supply of Tubes and Plain metallic sheets of MUZO IDP Model Village under framework contract (Re advert),,active,17306000,RWF,allowed
0.releases.209.tender.lots.3,0.releases.209,0,4,steel bars of MUZO IDP Model Village under framework contract (Re advert),,active,114200000,RWF,allowed
0.releases.210.tender.lots.0,0.releases.210,0,1,Tender of purchase Mineral water for staff and others,,active,12456,RWF,allowed
0.releases.211.tender.lots.0,0.releases.211,0,1,Hiring of two (2) floating consulting Engineers to give a technical support to RUDP II,Hiring of two (2) floating consulting Engineers to give a technical support to RUDP II,active,99999000,RWF,allowed
0.releases.212.tender.lots.0,0.releases.212,0,1,Supply and fix windows and doors in Classrooms with house furniture,,active,61657416,RWF,allowed
0.releases.215.tender.lots.0,0.releases.215,0,1,LotNo1,,active,,,allowed
0.releases.215.tender.lots.1,0.releases.215,0,1,"Supervision Services for Construction of the Food Court/Park Project, Focusing on Green Building Initiatives and Environmental Sustainability in Musanze District","Supervision Services for Construction of the Food Court/Park Project, Focusing on Green Building Initiatives and Environmental Sustainability in Musanze District",active,130000000,RWF,allowed
0.releases.216.tender.lots.0,0.releases.216,0,1,LotNo1,,active,,,allowed
0.releases.216.tender.lots.1,0.releases.216,0,1,"Supervision Services for Construction of the Food Court/Park Project, Focusing on Green Building Initiatives and Environmental Sustainability in Musanze District","Supervision Services for Construction of the Food Court/Park Project, Focusing on Green Building Initiatives and Environmental Sustainability in Musanze District",active,130000000,RWF,allowed
0.releases.217.tender.lots.0,0.releases.217,0,1,Security service,Provision of security service to Southern Province,active,11597040,RWF,allowed
0.releases.218.tender.lots.0,0.releases.218,0,1,Installation of water purification system for safe water for drinking,Price schedule,active,6500000,RWF,allowed
0.releases.220.tender.lots.0,0.releases.220,0,1, supply of office furniture,,active,100000000,RWF,allowed
0.releases.221.tender.lots.0,0.releases.221,0,1,Equipping RMF meeting rooms,,active,6000000,RWF,allowed
0.releases.222.tender.lots.0,0.releases.222,0,1,SPORT SHOES,,active,16000000,RWF,allowed
0.releases.222.tender.lots.1,0.releases.222,0,2,"SPORT WEARS FOR FOOTBALL, HANDBALL, VOLLEYBALL AND BASKETBALL",,active,16000000,RWF,allowed
0.releases.222.tender.lots.2,0.releases.222,0,3,OTHER SPORT EQUIPMENT,,active,18000000,RWF,allowed
0.releases.223.tender.lots.0,0.releases.223,0,1,Supply of Drugs& Medical Consumables,,active,12000000,RWF,allowed
0.releases.223.tender.lots.1,0.releases.223,0,2,Supply of Laboratory Reagents & Consumables,,active,6000000,RWF,allowed
0.releases.223.tender.lots.2,0.releases.223,0,3,Supply of Dental Consumables,,active,6000000,RWF,allowed
