_link,_link_releases,_link_main,id,relationship,title,scheme,identifier
0.releases.135.relatedProcesses.0,0.releases.135,0,P000038/2025/2026/0701000000,planning,SUPPLY OF FUEL FOR RNP ON FRAMEWORK AGREEMENT,ocid,ocds-ozzobm-P000038/2025/2026/0701000000
0.releases.136.relatedProcesses.0,0.releases.136,0,P000015/2023/2024/1800000000,planning,Tender for annual provision of sport services and recreational facilities for MININFRA Staff.,ocid,ocds-ozzobm-P000015/2023/2024/1800000000
0.releases.137.relatedProcesses.0,0.releases.137,0,P000003/2025/2026/8500000000,planning,Supply for Office Furniture,ocid,ocds-ozzobm-P000003/2025/2026/8500000000
0.releases.138.relatedProcesses.0,0.releases.138,0,P000041/2025/2026/0702000000,planning,Acquisition of Training Consumables and materials for Correctional Facilities,ocid,ocds-ozzobm-P000041/2025/2026/0702000000
0.releases.139.relatedProcesses.0,0.releases.139,0,P000004/2025/2026/1801000000,planning,supply of office furniture,ocid,ocds-ozzobm-P000004/2025/2026/1801000000
0.releases.140.relatedProcesses.0,0.releases.140,0,P000034/2025/2026/1420000000,planning,Annual subscription to digital library,ocid,ocds-ozzobm-P000034/2025/2026/1420000000
0.releases.141.relatedProcesses.0,0.releases.141,0,P000009/2025/2026/0901001017,planning,Supervision of Rehabilitation MCCs,ocid,ocds-ozzobm-P000009/2025/2026/0901001017
0.releases.142.relatedProcesses.0,0.releases.142,0,P000009/2025/2026/0901001017,planning,Supervision of Rehabilitation MCCs,ocid,ocds-ozzobm-P000009/2025/2026/0901001017
0.releases.143.relatedProcesses.0,0.releases.143,0,P000004/2025/2026/1801000000,planning,supply of office furniture,ocid,ocds-ozzobm-P000004/2025/2026/1801000000
0.releases.144.relatedProcesses.0,0.releases.144,0,P000013/2025/2026/1302000000,planning,Provision of Decoration Services under Framework Contract,ocid,ocds-ozzobm-P000013/2025/2026/1302000000
0.releases.145.relatedProcesses.0,0.releases.145,0,P000038/2025/2026/0701000000,planning,SUPPLY OF FUEL FOR RNP ON FRAMEWORK AGREEMENT,ocid,ocds-ozzobm-P000038/2025/2026/0701000000
0.releases.146.relatedProcesses.0,0.releases.146,0,P000009/2025/2026/1503000000,planning,"Provision of Printing services (Banners, Books, Booklets and different binding documents..)",ocid,ocds-ozzobm-P000009/2025/2026/1503000000
0.releases.147.relatedProcesses.0,0.releases.147,0,P000055/2025/2026/5300000000,planning,Feasibility study for clean water pipelines for universal coverage,ocid,ocds-ozzobm-P000055/2025/2026/5300000000
0.releases.148.relatedProcesses.0,0.releases.148,0,P000004/2025/2026/1801000000,planning,supply of office furniture,ocid,ocds-ozzobm-P000004/2025/2026/1801000000
0.releases.149.relatedProcesses.0,0.releases.149,0,P000006/2025/2026/2304000000,planning,Acquisition of Hotel services,ocid,ocds-ozzobm-P000006/2025/2026/2304000000
0.releases.150.relatedProcesses.0,0.releases.150,0,P000049/2025/2026/1305000000,planning,"Provision of Sports and Recreational Facilities for RFI Staff: Access to Gym, Aerobics, Sauna, and Swimming",ocid,ocds-ozzobm-P000049/2025/2026/1305000000
0.releases.151.relatedProcesses.0,0.releases.151,0,P000007/2025/2026/0901001017,planning,Supervision of Rehabilitation MCPs,ocid,ocds-ozzobm-P000007/2025/2026/0901001017
0.releases.152.relatedProcesses.0,0.releases.152,0,P000007/2025/2026/0901001017,planning,Supervision of Rehabilitation MCPs,ocid,ocds-ozzobm-P000007/2025/2026/0901001017
0.releases.153.relatedProcesses.0,0.releases.153,0,P000023/2025/2026/1412001000,planning,Supply ICT training Consumables to RP/Kigali  College under Framework contract.,ocid,ocds-ozzobm-P000023/2025/2026/1412001000
0.releases.154.relatedProcesses.0,0.releases.154,0,P000002/2025/2026/2305000000,planning,"Supply of sugar, coffee and tea made in Rwanda",ocid,ocds-ozzobm-P000002/2025/2026/2305000000
0.releases.155.relatedProcesses.0,0.releases.155,0,P000002/2025/2026/2305000000,planning,"Supply of sugar, coffee and tea made in Rwanda",ocid,ocds-ozzobm-P000002/2025/2026/2305000000
0.releases.156.relatedProcesses.0,0.releases.156,0,P000014/2025/2026/4700003001,planning,Maintain vehicles and motorcycles of the hospital,ocid,ocds-ozzobm-P000014/2025/2026/4700003001
0.releases.157.relatedProcesses.0,0.releases.157,0,P000022/2025/2026/6100000000,planning,Purchase and distribute  Girinka One Cow Per Poor  Family and its package,ocid,ocds-ozzobm-P000022/2025/2026/6100000000
0.releases.158.relatedProcesses.0,0.releases.158,0,P000202/2025/2026/1203000000,planning,"Annual supply and installation of office furnitures to RRA, meeting and conference furniture (Framework contract).",ocid,ocds-ozzobm-P000202/2025/2026/1203000000
0.releases.159.relatedProcesses.0,0.releases.159,0,P000202/2025/2026/1203000000,planning,"Annual supply and installation of office furnitures to RRA, meeting and conference furniture (Framework contract).",ocid,ocds-ozzobm-P000202/2025/2026/1203000000
0.releases.160.relatedProcesses.0,0.releases.160,0,P000003/2025/2026/6200000000,planning,"Supply of chairs,tables, desks and closing placard for new classrooms constructed  at different schools of Gicumbi District  under PPD Basket Fund",ocid,ocds-ozzobm-P000003/2025/2026/6200000000
0.releases.161.relatedProcesses.0,0.releases.161,0,P000012/2025/2026/2901000000,planning,Call-down consultant,ocid,ocds-ozzobm-P000012/2025/2026/2901000000
0.releases.162.relatedProcesses.0,0.releases.162,0,P000012/2025/2026/2901000000,planning,Call-down consultant,ocid,ocds-ozzobm-P000012/2025/2026/2901000000
0.releases.163.relatedProcesses.0,0.releases.163,0,P000042/2024/2025/6100000000,planning,Provision for insurance services for Burera District buildings and movable assets (Framework contract),ocid,ocds-ozzobm-P000042/2024/2025/6100000000
0.releases.164.relatedProcesses.0,0.releases.164,0,P000083/2024/2025/6100000000,planning,Supply electricity cash power,ocid,ocds-ozzobm-P000083/2024/2025/6100000000
0.releases.165.relatedProcesses.0,0.releases.165,0,P000002/2025/2026/2001000000,planning,"Revised Electrical installation works for RMI G+2 hostels building and lighting, including the upgrade of the main Electrical Distribution System at RMI Murambi  Campus for period of 4 months",ocid,ocds-ozzobm-P000002/2025/2026/2001000000
0.releases.166.relatedProcesses.0,0.releases.166,0,P000028/2025/2026/4800003002,planning,"Make the ordinary  orientation sign posts,/ banners and posters at hospital",ocid,ocds-ozzobm-P000028/2025/2026/4800003002
0.releases.167.relatedProcesses.0,0.releases.167,0,P000006/2025/2026/2304000000,planning,Acquisition of Hotel services,ocid,ocds-ozzobm-P000006/2025/2026/2304000000
0.releases.168.relatedProcesses.0,0.releases.168,0,P000114/2023/2024/0901000000,planning,Supply of fuel,ocid,ocds-ozzobm-P000114/2023/2024/0901000000
0.releases.169.relatedProcesses.0,0.releases.169,0,P000025/2023/2024/1413000000,planning,Provision of  Two  and three STAR hotel services on annual basis,ocid,ocds-ozzobm-P000025/2023/2024/1413000000
0.releases.170.relatedProcesses.0,0.releases.170,0,P000114/2023/2024/0901000000,planning,Supply of fuel,ocid,ocds-ozzobm-P000114/2023/2024/0901000000
0.releases.171.relatedProcesses.0,0.releases.171,0,P000003/2025/2026/4900000000,planning,Rehabilitation of Kibirizi Health Center,ocid,ocds-ozzobm-P000003/2025/2026/4900000000
0.releases.172.relatedProcesses.0,0.releases.172,0,P000006/2025/2026/4900000000,planning,Supervision of Rehabilitation of Kibirizi Health Center,ocid,ocds-ozzobm-P000006/2025/2026/4900000000
0.releases.173.relatedProcesses.0,0.releases.173,0,P000018/2025/2026/0702000000,planning,Acquisition of printers for TVET Centers,ocid,ocds-ozzobm-P000018/2025/2026/0702000000
0.releases.174.relatedProcesses.0,0.releases.174,0,P000015/2024/2025/2605000000,planning,Provision of decoration services to NCDA in City of Kigali and Provinces,ocid,ocds-ozzobm-P000015/2024/2025/2605000000
0.releases.175.relatedProcesses.0,0.releases.175,0,P000009/2025/2026/1001000000,planning,"Supply of metrology laboratories consumables, measuring equipment accessories and spare parts (Framework contract)",ocid,ocds-ozzobm-P000009/2025/2026/1001000000
0.releases.176.relatedProcesses.0,0.releases.176,0,P000086/2025/2026/1601000000,planning,Supply of stationary,ocid,ocds-ozzobm-P000086/2025/2026/1601000000
0.releases.177.relatedProcesses.0,0.releases.177,0,P000004/2025/2026/1801000000,planning,supply of office furniture,ocid,ocds-ozzobm-P000004/2025/2026/1801000000
0.releases.178.relatedProcesses.0,0.releases.178,0,P000009/2025/2026/1001000000,planning,"Supply of metrology laboratories consumables, measuring equipment accessories and spare parts (Framework contract)",ocid,ocds-ozzobm-P000009/2025/2026/1001000000
0.releases.179.relatedProcesses.0,0.releases.179,0,P000081/2025/2026/0901000000,planning,Supply of Exotic Rabbits,ocid,ocds-ozzobm-P000081/2025/2026/0901000000
0.releases.180.relatedProcesses.0,0.releases.180,0,P000081/2025/2026/0901000000,planning,Supply of Exotic Rabbits,ocid,ocds-ozzobm-P000081/2025/2026/0901000000
0.releases.181.relatedProcesses.0,0.releases.181,0,P000021/2025/2026/2901000000,planning,"on boarding of an external auditing firm for an annual audit of Ireme Invest funded projects (DANIDA funds) for year ended December 31st, 2025",ocid,ocds-ozzobm-P000021/2025/2026/2901000000
0.releases.182.relatedProcesses.0,0.releases.182,0,P000021/2025/2026/2901000000,planning,"on boarding of an external auditing firm for an annual audit of Ireme Invest funded projects (DANIDA funds) for year ended December 31st, 2025",ocid,ocds-ozzobm-P000021/2025/2026/2901000000
0.releases.183.relatedProcesses.0,0.releases.183,0,P000065/2025/2026/1806000000,planning,"Supplying, installing, testing, commissioning and maintenance of Solar Water Heating systems in residential and non-residential sector under framework contracts (Recruitment of additional suppliers)",ocid,ocds-ozzobm-P000065/2025/2026/1806000000
0.releases.184.relatedProcesses.0,0.releases.184,0,P000053/2025/2026/3100000000,planning,"Tender for conception, design and printing of documents and other material for MINUBUMWE 's events( Certificates,  Umbrellas , pull-up banners, branded t-shirts,…..)",ocid,ocds-ozzobm-P000053/2025/2026/3100000000
0.releases.185.relatedProcesses.0,0.releases.185,0,P000005/2025/2026/1801000000,planning,supply of sports equipment,ocid,ocds-ozzobm-P000005/2025/2026/1801000000
0.releases.186.relatedProcesses.0,0.releases.186,0,P000097/2025/2026/0901000000,planning,Acquisition of GPS in RAB vehicles,ocid,ocds-ozzobm-P000097/2025/2026/0901000000
0.releases.187.relatedProcesses.0,0.releases.187,0,P000035/2022/2023/1804000000,planning,Consultancy services for  development of CHUB Mater plan,ocid,ocds-ozzobm-P000035/2022/2023/1804000000
0.releases.188.relatedProcesses.0,0.releases.188,0,P000035/2022/2023/1804000000,planning,Consultancy services for  development of CHUB Mater plan,ocid,ocds-ozzobm-P000035/2022/2023/1804000000
0.releases.189.relatedProcesses.0,0.releases.189,0,P000084/2025/2026/6300000000,planning,Construction of Adeper-GS Muhoza-Bralirwa asphalt road,ocid,ocds-ozzobm-P000084/2025/2026/6300000000
0.releases.190.relatedProcesses.0,0.releases.190,0,P000054/2025/2026/5900000000,planning,Re-advertising of Hotels Sourcing services during twelve months (2LOTS),ocid,ocds-ozzobm-P000054/2025/2026/5900000000
0.releases.191.relatedProcesses.0,0.releases.191,0,P000049/2025/2026/4100000000,planning,Hotel and Motel services,ocid,ocds-ozzobm-P000049/2025/2026/4100000000
0.releases.192.relatedProcesses.0,0.releases.192,0,P000012/2025/2026/2901000000,planning,Call-down consultant,ocid,ocds-ozzobm-P000012/2025/2026/2901000000
0.releases.193.relatedProcesses.0,0.releases.193,0,P000014/2025/2026/2901000000,planning,Hiring a consultant firm for Developing the new Results framework of RGF,ocid,ocds-ozzobm-P000014/2025/2026/2901000000
0.releases.194.relatedProcesses.0,0.releases.194,0,P000014/2025/2026/2901000000,planning,Hiring a consultant firm for Developing the new Results framework of RGF,ocid,ocds-ozzobm-P000014/2025/2026/2901000000
0.releases.195.relatedProcesses.0,0.releases.195,0,P000006/2025/2026/2304000000,planning,Acquisition of Hotel services,ocid,ocds-ozzobm-P000006/2025/2026/2304000000
0.releases.196.relatedProcesses.0,0.releases.196,0,P000018/2024/2025/2605000000,planning,Supply of beverages for NCDA staff,ocid,ocds-ozzobm-P000018/2024/2025/2605000000
0.releases.197.relatedProcesses.0,0.releases.197,0,P000088/2025/2026/0702000000,planning,Acquisition of CUG (AIRTEL RWANDA) for Rwanda Correctional Service staff,ocid,ocds-ozzobm-P000088/2025/2026/0702000000
0.releases.198.relatedProcesses.0,0.releases.198,0,P000027/2025/2026/1413000000,planning,Supply of Chalks,ocid,ocds-ozzobm-P000027/2025/2026/1413000000
0.releases.199.relatedProcesses.0,0.releases.199,0,P000036/2025/2026/0800000000,planning,supply of sports wear for minaffet,ocid,ocds-ozzobm-P000036/2025/2026/0800000000
0.releases.200.relatedProcesses.0,0.releases.200,0,P000127/2024/2025/0702000000,planning,Acquisition of Cement for RCS HQS and correctional facilities,ocid,ocds-ozzobm-P000127/2024/2025/0702000000
0.releases.201.relatedProcesses.0,0.releases.201,0,P000079/2025/2026/0108000000,planning,Hiring a consulting firm to Conduct feasibility studies and detailed engineering designs of infrastructure for Kigali Special Economic Zone phase 3 &4,ocid,ocds-ozzobm-P000079/2025/2026/0108000000
0.releases.202.relatedProcesses.0,0.releases.202,0,P000084/2025/2026/6300000000,planning,Construction of Adeper-GS Muhoza-Bralirwa asphalt road,ocid,ocds-ozzobm-P000084/2025/2026/6300000000
0.releases.203.relatedProcesses.0,0.releases.203,0,P000033/2025/2026/1202000000,planning,Hiring an individual consultant for EICV8 fieldwork coordination,ocid,ocds-ozzobm-P000033/2025/2026/1202000000
0.releases.204.relatedProcesses.0,0.releases.204,0,P000050/2025/2026/0901000000,planning,Supply of animal feeds,ocid,ocds-ozzobm-P000050/2025/2026/0901000000
0.releases.205.relatedProcesses.0,0.releases.205,0,P000006/2025/2026/2304000000,planning,Acquisition of Hotel services,ocid,ocds-ozzobm-P000006/2025/2026/2304000000
0.releases.206.relatedProcesses.0,0.releases.206,0,P000042/2025/2026/0901000000,planning,Supply of pig feeds,ocid,ocds-ozzobm-P000042/2025/2026/0901000000
0.releases.207.relatedProcesses.0,0.releases.207,0,P000119/2025/2026/1804000000,planning,Supply of Building Materials for Construction of MUZO IDP Model Village (Framework Contract),ocid,ocds-ozzobm-P000119/2025/2026/1804000000
0.releases.208.relatedProcesses.0,0.releases.208,0,P000023/2025/2026/4700000000,planning,Annual framework tender for providing the sevice of sonorization in Huye district,ocid,ocds-ozzobm-P000023/2025/2026/4700000000
0.releases.209.relatedProcesses.0,0.releases.209,0,P000119/2025/2026/1804000000,planning,Supply of Building Materials for Construction of MUZO IDP Model Village (Framework Contract),ocid,ocds-ozzobm-P000119/2025/2026/1804000000
0.releases.210.relatedProcesses.0,0.releases.210,0,P000019/2025/2026/5400001000,planning,Tender of purchase Mineral water for staff and others,ocid,ocds-ozzobm-P000019/2025/2026/5400001000
0.releases.211.relatedProcesses.0,0.releases.211,0,P000015/2021/2022/2305000000,planning,Hiring of two (2) floating consulting Engineers to give a technical support to RUDP II,ocid,ocds-ozzobm-P000015/2021/2022/2305000000
0.releases.212.relatedProcesses.0,0.releases.212,0,P000046/2025/2026/4200000000,planning,Supply and fix windows and doors in Classrooms with house furniture,ocid,ocds-ozzobm-P000046/2025/2026/4200000000
0.releases.213.relatedProcesses.0,0.releases.213,0,P000046/2025/2026/4200000000,planning,Supply and fix windows and doors in Classrooms with house furniture,ocid,ocds-ozzobm-P000046/2025/2026/4200000000
0.releases.214.relatedProcesses.0,0.releases.214,0,P000008/2025/2026/2304000000,planning,Supply of office furniture,ocid,ocds-ozzobm-P000008/2025/2026/2304000000
0.releases.215.relatedProcesses.0,0.releases.215,0,P000021/2024/2025/6300000000,planning,"Supervision of the food court/Park project, focusing on green building initiatives and environmental sustainability",ocid,ocds-ozzobm-P000021/2024/2025/6300000000
0.releases.216.relatedProcesses.0,0.releases.216,0,P000021/2024/2025/6300000000,planning,"Supervision of the food court/Park project, focusing on green building initiatives and environmental sustainability",ocid,ocds-ozzobm-P000021/2024/2025/6300000000
0.releases.217.relatedProcesses.0,0.releases.217,0,P000002/2023/2024/2308000000,planning,Security service,ocid,ocds-ozzobm-P000002/2023/2024/2308000000
