_link,_link_releases,_link_releases_contracts,_link_main,id,date,description,rationale
0.releases.44.contracts.0.amendments.7,0.releases.44,0.releases.44.contracts.0,0,ocds-ozzobm-000002/C/ICB/2021/2022/7000000000-CP-220820241759-exeu9LwVFV,2024-08-22T17:59:08Z,The duration of the Main Contract is extended to 30th/03/2025,The duration of the Main Contract is extended to 30th/03/2025
0.releases.45.contracts.0.amendments.0,0.releases.45,0.releases.45.contracts.0,0,ocds-ozzobm-000002/C/ICB/2021/2022/7000000000-CP-020120262042-KN9I5cSfrg,2026-01-02T20:42:25Z,The duration of the Main Contract and it's amendments is extended to 31/03/2026 at no additional cost ,The duration of the Main Contract and it's amendments is extended to 31/03/2026 at no additional cost 
0.releases.45.contracts.0.amendments.1,0.releases.45,0.releases.45.contracts.0,0,ocds-ozzobm-000002/C/ICB/2021/2022/7000000000-CP-030120261009-hhjUy82NFS,2026-01-03T10:09:59Z,The duration of the Main Contract and it's amendments is extended to 31/03/2026 at no additional cost ,The duration of the Main Contract and it's amendments is extended to 31/03/2026 at no additional cost 
0.releases.45.contracts.0.amendments.2,0.releases.45,0.releases.45.contracts.0,0,ocds-ozzobm-000002/C/ICB/2021/2022/7000000000-CP-280320251548-Q6O2pPWTc3,2025-03-28T15:48:49Z,"The duration of the Main Contract is extended to 30th/03/2025
The duration of the Main Contract is extended to 29th/10/2025","The duration of the Main Contract is extended to 30th/03/2025
The duration of the Main Contract is extended to 29th/10/2025"
0.releases.45.contracts.0.amendments.3,0.releases.45,0.releases.45.contracts.0,0,ocds-ozzobm-000002/C/ICB/2021/2022/7000000000-CP-210420251051-GB6v9rR7hw,2025-04-21T10:51:08Z,"The duration of the Main Contract is extended to 30th/03/2025
The duration of the Main Contract is extended to 29th/10/2025","The duration of the Main Contract is extended to 30th/03/2025
The duration of the Main Contract is extended to 29th/10/2025"
0.releases.45.contracts.0.amendments.4,0.releases.45,0.releases.45.contracts.0,0,ocds-ozzobm-000002/C/ICB/2021/2022/7000000000-CP-290720240908-qkzHnwFsLC,2024-07-29T09:08:59Z,The duration of the Main Contract is extended to 30th/03/2025,The duration of the Main Contract is extended to 30th/03/2025
0.releases.45.contracts.0.amendments.5,0.releases.45,0.releases.45.contracts.0,0,ocds-ozzobm-000002/C/ICB/2021/2022/7000000000-CP-031120251305-SrjsSPt33i,2025-11-03T13:05:15Z,"The duration of the Main Contract is extended to 30th/03/2025
The duration of the Main Contract is extended to 29th/10/2025
The duration of the Main Contract and it's amendment is extended to 31st December 2025","The duration of the Main Contract is extended to 30th/03/2025
The duration of the Main Contract is extended to 29th/10/2025
The duration of the Main Contract and it's amendment is extended to 31st December 2025"
0.releases.45.contracts.0.amendments.6,0.releases.45,0.releases.45.contracts.0,0,ocds-ozzobm-000002/C/ICB/2021/2022/7000000000-CP-231020251029-OAV3DNBmoz,2025-10-23T10:29:32Z,"The duration of the Main Contract is extended to 30th/03/2025
The duration of the Main Contract is extended to 29th/10/2025
The duration of the Main Contract and it's amendment is extended to 31st December 2025","The duration of the Main Contract is extended to 30th/03/2025
The duration of the Main Contract is extended to 29th/10/2025
The duration of the Main Contract and it's amendment is extended to 31st December 2025"
0.releases.45.contracts.0.amendments.7,0.releases.45,0.releases.45.contracts.0,0,ocds-ozzobm-000002/C/ICB/2021/2022/7000000000-CP-220820241759-sBQ8DjYAzo,2024-08-22T17:59:08Z,The duration of the Main Contract is extended to 30th/03/2025,The duration of the Main Contract is extended to 30th/03/2025
0.releases.46.contracts.0.amendments.0,0.releases.46,0.releases.46.contracts.0,0,ocds-ozzobm-000001/C/ICB/2023/2024/7000000000-CP-020120262046-DcjWunzSoz,2026-01-02T20:46:06Z,The duration of the Main Contract and its extension is extended to 31st April 2026 at no additional cost. ,The duration of the Main Contract and its extension is extended to 31st April 2026 at no additional cost. 
0.releases.46.contracts.0.amendments.1,0.releases.46,0.releases.46.contracts.0,0,ocds-ozzobm-000001/C/ICB/2023/2024/7000000000-CP-030120261011-OVWtrUnimE,2026-01-03T10:11:17Z,The duration of the Main Contract and its extension is extended to 31st April 2026 at no additional cost. ,The duration of the Main Contract and its extension is extended to 31st April 2026 at no additional cost. 
0.releases.46.contracts.0.amendments.2,0.releases.46,0.releases.46.contracts.0,0,ocds-ozzobm-000001/C/ICB/2023/2024/7000000000-CP-021220251307-87C3VbeUbw,2025-12-02T13:07:54Z,The duration of the Main Contract is extended to 31st December 2025. ,The duration of the Main Contract is extended to 31st December 2025. 
0.releases.46.contracts.0.amendments.3,0.releases.46,0.releases.46.contracts.0,0,ocds-ozzobm-000001/C/ICB/2023/2024/7000000000-CP-141120250958-27Z9fNRyxq,2025-11-14T09:58:12Z,The duration of the Main Contract is extended to 31st December 2025. ,The duration of the Main Contract is extended to 31st December 2025. 
0.releases.47.contracts.0.amendments.0,0.releases.47,0.releases.47.contracts.0,0,ocds-ozzobm-000001/C/ICB/2023/2024/7000000000-CP-020120262046-3sy9cWYP5p,2026-01-02T20:46:06Z,The duration of the Main Contract and its extension is extended to 31st April 2026 at no additional cost. ,The duration of the Main Contract and its extension is extended to 31st April 2026 at no additional cost. 
0.releases.47.contracts.0.amendments.1,0.releases.47,0.releases.47.contracts.0,0,ocds-ozzobm-000001/C/ICB/2023/2024/7000000000-CP-030120261011-YdhiMKIPn8,2026-01-03T10:11:17Z,The duration of the Main Contract and its extension is extended to 31st April 2026 at no additional cost. ,The duration of the Main Contract and its extension is extended to 31st April 2026 at no additional cost. 
0.releases.47.contracts.0.amendments.2,0.releases.47,0.releases.47.contracts.0,0,ocds-ozzobm-000001/C/ICB/2023/2024/7000000000-CP-021220251307-TEAocgAnRs,2025-12-02T13:07:54Z,The duration of the Main Contract is extended to 31st December 2025. ,The duration of the Main Contract is extended to 31st December 2025. 
0.releases.47.contracts.0.amendments.3,0.releases.47,0.releases.47.contracts.0,0,ocds-ozzobm-000001/C/ICB/2023/2024/7000000000-CP-141120250958-JUuJgfcgme,2025-11-14T09:58:12Z,The duration of the Main Contract is extended to 31st December 2025. ,The duration of the Main Contract is extended to 31st December 2025. 
0.releases.69.contracts.0.amendments.0,0.releases.69,0.releases.69.contracts.0,0,ocds-ozzobm-000005/NC/NCB/2023/2024/3100000000-CP-281220251056-efbY2CXwSZ,2025-12-28T10:56:58Z,"The contract No 01 -000005/NC/NCB/2023/2024/MINUBUMWE related to the tender of ""Providing codification of MINUBUMWE Assets"" signed between MINUBUMWE and RADICAL DESIGNS Ltd is extended for one year from the date it will be signed by both parties. 

All other clauses remain unchangeable. ","The contract No 01 -000005/NC/NCB/2023/2024/MINUBUMWE related to the tender of ""Providing codification of MINUBUMWE Assets"" signed between MINUBUMWE and RADICAL DESIGNS Ltd is extended for one year from the date it will be signed by both parties. 

All other clauses remain unchangeable. "
0.releases.69.contracts.0.amendments.1,0.releases.69,0.releases.69.contracts.0,0,ocds-ozzobm-000005/NC/NCB/2023/2024/3100000000-CP-191220241443-2Gt5DBgHwQ,2024-12-19T14:43:14Z,"The contract No 00 -000005/NC/NCB/2023/2024/MINUBUMWE related to the tender of ""Providing codification of MINUBUMWE Assets"" signed between MINUBUMWE and RADICAL DESIGNS Ltd is extended for one year from the date it will be signed by both parties. 

All other clauses remain unchangeable. ","The contract No 00 -000005/NC/NCB/2023/2024/MINUBUMWE related to the tender of ""Providing codification of MINUBUMWE Assets"" signed between MINUBUMWE and RADICAL DESIGNS Ltd is extended for one year from the date it will be signed by both parties. 

All other clauses remain unchangeable. "
0.releases.69.contracts.0.amendments.2,0.releases.69,0.releases.69.contracts.0,0,ocds-ozzobm-000005/NC/NCB/2023/2024/3100000000-CP-080120251530-asOyU0kue5,2025-01-08T15:30:46Z,"The contract No 00 -000005/NC/NCB/2023/2024/MINUBUMWE related to the tender of ""Providing codification of MINUBUMWE Assets"" signed between MINUBUMWE and RADICAL DESIGNS Ltd is extended for one year from the date it will be signed by both parties. 

All other clauses remain unchangeable. ","The contract No 00 -000005/NC/NCB/2023/2024/MINUBUMWE related to the tender of ""Providing codification of MINUBUMWE Assets"" signed between MINUBUMWE and RADICAL DESIGNS Ltd is extended for one year from the date it will be signed by both parties. 

All other clauses remain unchangeable. "
0.releases.71.contracts.0.amendments.0,0.releases.71,0.releases.71.contracts.0,0,ocds-ozzobm-000005/NC/NCB/2024/2025/4900000000-CP-311220251352-dMp6Y0KAOi,2025-12-31T13:52:19Z,"Amended Contract duration
Clauses 1: The Object of this amendment is to extend the duration of contract 
Clause 2: Contract duration
The Contract is extended for twelve (12) Months
Clause 3. Validity of the clauses of the initial contract.
clauses of the initial contract remain unchanged.","Amended Contract duration
Clauses 1: The Object of this amendment is to extend the duration of contract 
Clause 2: Contract duration
The Contract is extended for twelve (12) Months
Clause 3. Validity of the clauses of the initial contract.
clauses of the initial contract remain unchanged."
0.releases.80.contracts.0.amendments.0,0.releases.80,0.releases.80.contracts.0,0,ocds-ozzobm-000004/G/NCB/2024/2025/2204000000-CP-251220250943-z0NgC0vVLw,2025-12-25T09:43:24Z,"THIS AMENDMENT CONTRACT Hereinafter referred to as the “Contract” is entered into by and between the Meteo Rwanda represented by  GAHIGI Aimable, the Director General,  Hereinafter referred to as the “Procuring Entity”

and 
PROFITNESS CLUB Ltd, a company incorporated in Rwanda under the Registry number 121114068 Represented by NSHIMIYIMANA Jean d’Amour, telephone: 0788442796, the  Director General; Hereinafter referred to as the “ Supplier”. 
WHEREAS the Parties entered into the contract No 00 -000004/G/NCB/2024/2025/Meteo Rwanda  for Annual provisions of sports services of 8th January 2025 (original contract) 

Referring to the minutes of The Internal Tender Committee dated 17/12/2025 that recommended to renewal/extend the above mentioned contract with a period of one year/12months…;

The parties, for good consideration, hereby agree to modify/amend the contract as follows:

Article 1: Term and Duration of the Contract 

Article 1.2 GCC of the initial contract No No 00 -000004/G/NCB/2024/2025/Meteo Rwanda for Annual provisions of sport services signed on 08/01/2025 (Original Contract) is hereby modified and complemented as follows: 
The contract duration is extended/renewed with a period of twelve months (1 year) effective from 09/01/2026

Article 2: Provisions of original contract

The initial contract made a part of this contract amendment and its unchanged provisions remain valid.







","THIS AMENDMENT CONTRACT Hereinafter referred to as the “Contract” is entered into by and between the Meteo Rwanda represented by  GAHIGI Aimable, the Director General,  Hereinafter referred to as the “Procuring Entity”

and 
PROFITNESS CLUB Ltd, a company incorporated in Rwanda under the Registry number 121114068 Represented by NSHIMIYIMANA Jean d’Amour, telephone: 0788442796, the  Director General; Hereinafter referred to as the “ Supplier”. 
WHEREAS the Parties entered into the contract No 00 -000004/G/NCB/2024/2025/Meteo Rwanda  for Annual provisions of sports services of 8th January 2025 (original contract) 

Referring to the minutes of The Internal Tender Committee dated 17/12/2025 that recommended to renewal/extend the above mentioned contract with a period of one year/12months…;

The parties, for good consideration, hereby agree to modify/amend the contract as follows:

Article 1: Term and Duration of the Contract 

Article 1.2 GCC of the initial contract No No 00 -000004/G/NCB/2024/2025/Meteo Rwanda for Annual provisions of sport services signed on 08/01/2025 (Original Contract) is hereby modified and complemented as follows: 
The contract duration is extended/renewed with a period of twelve months (1 year) effective from 09/01/2026

Article 2: Provisions of original contract

The initial contract made a part of this contract amendment and its unchanged provisions remain valid.







"
